transaction_date,bank_id,bank_name,total_volume,transaction_count,avg_transaction_value,unique_customers,avg_value_per_customer,data_quality_score,day_of_week,day_name,month,month_name,quarter,year,week_number,is_weekend,transfer_volume,deposit_volume,withdrawal_volume,payment_volume,volatility_score,market_segment
2025-04-26,BNK003,Metro Financial,55454.45,500,110.91,408,135.92,95.9,6,Saturday,4,April,Q2,2025,17,True,19409.06,13863.61,11090.89,11090.89,12.0,Large
2025-04-26,BNK004,Regional Trust Bank,45423.88,321,141.51,279,162.81,95.4,6,Saturday,4,April,Q2,2025,17,True,15898.36,11355.97,9084.78,9084.78,25.0,Medium
2025-04-26,BNK005,Digital Banking Corp,73749.6,512,144.04,339,217.55,97.0,6,Saturday,4,April,Q2,2025,17,True,18437.4,18437.4,14749.92,22124.88,18.0,Large
2025-04-26,BNK006,Heritage Bank,20216.66,162,124.79,132,153.16,93.1,6,Saturday,4,April,Q2,2025,17,True,7075.83,7075.83,4043.33,2021.67,10.0,Small
2025-04-26,BNK007,Innovation Bank,53216.96,574,92.71,385,138.23,99.8,6,Saturday,4,April,Q2,2025,17,True,18625.94,13304.24,10643.39,10643.39,22.0,Large
2025-04-27,BNK001,Premier Bank,31173.03,336,92.78,287,108.62,95.9,7,Sunday,4,April,Q2,2025,17,True,10910.56,7793.26,6234.61,6234.61,15.0,Large
2025-04-27,BNK002,Community First Bank,24946.2,224,111.37,168,148.49,94.9,7,Sunday,4,April,Q2,2025,17,True,8731.17,6236.55,4989.24,4989.24,20.0,Medium
2025-04-27,BNK003,Metro Financial,25799.21,212,121.69,137,188.32,95.1,7,Sunday,4,April,Q2,2025,17,True,9029.72,6449.8,5159.84,5159.84,12.0,Large
2025-04-27,BNK004,Regional Trust Bank,12173.93,90,135.27,57,213.58,99.8,7,Sunday,4,April,Q2,2025,17,True,4260.88,3043.48,2434.79,2434.79,25.0,Medium
2025-04-27,BNK005,Digital Banking Corp,39895.31,356,112.07,238,167.63,92.6,7,Sunday,4,April,Q2,2025,17,True,9973.83,9973.83,7979.06,11968.59,18.0,Large
2025-04-27,BNK006,Heritage Bank,12092.19,116,104.24,98,123.39,95.4,7,Sunday,4,April,Q2,2025,17,True,4232.27,4232.27,2418.44,1209.22,10.0,Small
2025-04-27,BNK007,Innovation Bank,17225.8,176,97.87,138,124.82,97.7,7,Sunday,4,April,Q2,2025,17,True,6029.03,4306.45,3445.16,3445.16,22.0,Large
2025-04-28,BNK001,Premier Bank,47385.11,573,82.7,470,100.82,97.3,1,Monday,4,April,Q2,2025,18,False,16584.79,11846.28,9477.02,9477.02,15.0,Large
2025-04-28,BNK002,Community First Bank,34880.57,308,113.25,262,133.13,85.0,1,Monday,4,April,Q2,2025,18,False,12208.2,8720.14,6976.11,6976.11,20.0,Medium
2025-04-28,BNK003,Metro Financial,43362.13,493,87.96,335,129.44,92.5,1,Monday,4,April,Q2,2025,18,False,15176.75,10840.53,8672.43,8672.43,12.0,Large
2025-04-28,BNK004,Regional Trust Bank,32847.95,280,117.31,246,133.53,92.3,1,Monday,4,April,Q2,2025,18,False,11496.78,8211.99,6569.59,6569.59,25.0,Medium
2025-04-28,BNK005,Digital Banking Corp,53703.93,369,145.54,256,209.78,96.1,1,Monday,4,April,Q2,2025,18,False,13425.98,13425.98,10740.79,16111.18,18.0,Large
2025-04-28,BNK006,Heritage Bank,17930.09,216,83.01,139,128.99,99.9,1,Monday,4,April,Q2,2025,18,False,6275.53,6275.53,3586.02,1793.01,10.0,Small
2025-04-28,BNK007,Innovation Bank,41226.21,292,141.19,215,191.75,96.1,1,Monday,4,April,Q2,2025,18,False,14429.18,10306.55,8245.24,8245.24,22.0,Large
2025-04-29,BNK001,Premier Bank,106788.02,934,114.33,747,142.96,93.1,2,Tuesday,4,April,Q2,2025,18,False,37375.81,26697.01,21357.6,21357.6,15.0,Large
2025-04-29,BNK002,Community First Bank,60922.98,479,127.19,426,143.01,92.8,2,Tuesday,4,April,Q2,2025,18,False,21323.04,15230.75,12184.6,12184.6,20.0,Medium
2025-04-29,BNK003,Metro Financial,96958.1,762,127.24,558,173.76,98.9,2,Tuesday,4,April,Q2,2025,18,False,33935.33,24239.52,19391.62,19391.62,12.0,Large
2025-04-29,BNK004,Regional Trust Bank,68208.24,491,138.92,433,157.52,97.5,2,Tuesday,4,April,Q2,2025,18,False,23872.88,17052.06,13641.65,13641.65,25.0,Medium
2025-04-29,BNK005,Digital Banking Corp,91840.24,799,114.94,627,146.48,99.0,2,Tuesday,4,April,Q2,2025,18,False,22960.06,22960.06,18368.05,27552.07,18.0,Large
2025-04-29,BNK006,Heritage Bank,38204.32,263,145.26,212,180.21,97.4,2,Tuesday,4,April,Q2,2025,18,False,13371.51,13371.51,7640.86,3820.43,10.0,Small
2025-04-29,BNK007,Innovation Bank,81187.97,853,95.18,680,119.39,95.2,2,Tuesday,4,April,Q2,2025,18,False,28415.79,20296.99,16237.59,16237.59,22.0,Large
2025-04-30,BNK001,Premier Bank,88425.58,701,126.14,630,140.36,92.4,3,Wednesday,4,April,Q2,2025,18,False,30948.95,22106.39,17685.12,17685.12,15.0,Large
2025-04-30,BNK002,Community First Bank,79449.42,535,148.5,386,205.83,99.0,3,Wednesday,4,April,Q2,2025,18,False,27807.3,19862.36,15889.88,15889.88,20.0,Medium
2025-04-30,BNK003,Metro Financial,93678.48,711,131.76,613,152.82,95.2,3,Wednesday,4,April,Q2,2025,18,False,32787.47,23419.62,18735.7,18735.7,12.0,Large
2025-04-30,BNK004,Regional Trust Bank,81527.72,792,102.94,633,128.8,98.5,3,Wednesday,4,April,Q2,2025,18,False,28534.7,20381.93,16305.54,16305.54,25.0,Medium
2025-04-30,BNK005,Digital Banking Corp,124285.03,1124,110.57,950,130.83,84.3,3,Wednesday,4,April,Q2,2025,18,False,31071.26,31071.26,24857.01,37285.51,18.0,Large
2025-04-30,BNK006,Heritage Bank,42541.59,529,80.42,368,115.6,94.9,3,Wednesday,4,April,Q2,2025,18,False,14889.56,14889.56,8508.32,4254.16,10.0,Small
2025-04-30,BNK007,Innovation Bank,108063.29,1008,107.21,740,146.03,93.9,3,Wednesday,4,April,Q2,2025,18,False,37822.15,27015.82,21612.66,21612.66,22.0,Large
2025-05-01,BNK001,Premier Bank,87295.58,822,106.2,549,159.01,92.6,4,Thursday,5,May,Q2,2025,18,False,30553.45,21823.89,17459.12,17459.12,15.0,Large
2025-05-01,BNK002,Community First Bank,99630.23,807,123.46,596,167.16,95.0,4,Thursday,5,May,Q2,2025,18,False,34870.58,24907.56,19926.05,19926.05,20.0,Medium
2025-05-01,BNK003,Metro Financial,100906.02,718,140.54,542,186.17,95.8,4,Thursday,5,May,Q2,2025,18,False,35317.11,25226.51,20181.2,20181.2,12.0,Large
2025-05-01,BNK004,Regional Trust Bank,39156.41,324,120.85,246,159.17,96.9,4,Thursday,5,May,Q2,2025,18,False,13704.74,9789.1,7831.28,7831.28,25.0,Medium
2025-05-01,BNK005,Digital Banking Corp,77421.1,579,133.72,488,158.65,97.7,4,Thursday,5,May,Q2,2025,18,False,19355.28,19355.28,15484.22,23226.33,18.0,Large
2025-05-01,BNK006,Heritage Bank,43035.71,443,97.15,389,110.63,92.5,4,Thursday,5,May,Q2,2025,18,False,15062.5,15062.5,8607.14,4303.57,10.0,Small
2025-05-01,BNK007,Innovation Bank,84948.97,584,145.46,412,206.19,92.8,4,Thursday,5,May,Q2,2025,18,False,29732.14,21237.24,16989.79,16989.79,22.0,Large
2025-05-02,BNK001,Premier Bank,89526.78,895,100.03,619,144.63,84.2,5,Friday,5,May,Q2,2025,18,False,31334.37,22381.69,17905.36,17905.36,15.0,Large
2025-05-02,BNK002,Community First Bank,88229.89,866,101.88,678,130.13,97.7,5,Friday,5,May,Q2,2025,18,False,30880.46,22057.47,17645.98,17645.98,20.0,Medium
2025-05-02,BNK003,Metro Financial,100180.93,1131,88.58,740,135.38,97.4,5,Friday,5,May,Q2,2025,18,False,35063.32,25045.23,20036.19,20036.19,12.0,Large
2025-05-02,BNK004,Regional Trust Bank,43437.39,468,92.81,354,122.7,97.7,5,Friday,5,May,Q2,2025,18,False,15203.09,10859.35,8687.48,8687.48,25.0,Medium
2025-05-02,BNK005,Digital Banking Corp,135812.91,1386,97.99,1231,110.33,95.9,5,Friday,5,May,Q2,2025,18,False,33953.23,33953.23,27162.58,40743.87,18.0,Large
2025-05-02,BNK006,Heritage Bank,43501.31,318,136.8,243,179.02,92.3,5,Friday,5,May,Q2,2025,18,False,15225.46,15225.46,8700.26,4350.13,10.0,Small
2025-05-02,BNK007,Innovation Bank,105967.82,867,122.22,733,144.57,99.1,5,Friday,5,May,Q2,2025,18,False,37088.74,26491.96,21193.56,21193.56,22.0,Large
2025-05-03,BNK001,Premier Bank,61252.94,638,96.01,423,144.81,96.9,6,Saturday,5,May,Q2,2025,18,True,21438.53,15313.23,12250.59,12250.59,15.0,Large
2025-05-03,BNK002,Community First Bank,55344.78,387,143.01,273,202.73,88.3,6,Saturday,5,May,Q2,2025,18,True,19370.67,13836.19,11068.96,11068.96,20.0,Medium
2025-05-03,BNK003,Metro Financial,52050.14,524,99.33,443,117.49,95.4,6,Saturday,5,May,Q2,2025,18,True,18217.55,13012.54,10410.03,10410.03,12.0,Large
2025-05-03,BNK004,Regional Trust Bank,29938.58,242,123.71,177,169.14,96.7,6,Saturday,5,May,Q2,2025,18,True,10478.5,7484.65,5987.72,5987.72,25.0,Medium
2025-05-03,BNK005,Digital Banking Corp,69314.45,755,91.81,619,111.98,98.9,6,Saturday,5,May,Q2,2025,18,True,17328.61,17328.61,13862.89,20794.34,18.0,Large
2025-05-03,BNK006,Heritage Bank,23555.31,288,81.79,228,103.31,84.3,6,Saturday,5,May,Q2,2025,18,True,8244.36,8244.36,4711.06,2355.53,10.0,Small
2025-05-03,BNK007,Innovation Bank,46629.09,484,96.34,347,134.38,96.8,6,Saturday,5,May,Q2,2025,18,True,16320.18,11657.27,9325.82,9325.82,22.0,Large
2025-05-04,BNK001,Premier Bank,31414.73,350,89.76,282,111.4,95.2,7,Sunday,5,May,Q2,2025,18,True,10995.15,7853.68,6282.95,6282.95,15.0,Large
2025-05-04,BNK002,Community First Bank,22490.62,204,110.25,166,135.49,97.5,7,Sunday,5,May,Q2,2025,18,True,7871.72,5622.66,4498.12,4498.12,20.0,Medium
2025-05-04,BNK003,Metro Financial,27980.7,232,120.61,158,177.09,92.6,7,Sunday,5,May,Q2,2025,18,True,9793.25,6995.18,5596.14,5596.14,12.0,Large
2025-05-04,BNK004,Regional Trust Bank,15596.33,181,86.17,157,99.34,93.5,7,Sunday,5,May,Q2,2025,18,True,5458.72,3899.08,3119.27,3119.27,25.0,Medium
2025-05-04,BNK005,Digital Banking Corp,26461.37,252,105.01,156,169.62,96.2,7,Sunday,5,May,Q2,2025,18,True,6615.34,6615.34,5292.27,7938.41,18.0,Large
2025-05-04,BNK006,Heritage Bank,11146.44,131,85.09,110,101.33,84.2,7,Sunday,5,May,Q2,2025,18,True,3901.25,3901.25,2229.29,1114.64,10.0,Small
2025-05-04,BNK007,Innovation Bank,25747.05,219,117.57,152,169.39,94.7,7,Sunday,5,May,Q2,2025,18,True,9011.47,6436.76,5149.41,5149.41,22.0,Large
2025-05-05,BNK001,Premier Bank,112502.93,886,126.98,795,141.51,97.3,1,Monday,5,May,Q2,2025,19,False,39376.03,28125.73,22500.59,22500.59,15.0,Large
2025-05-05,BNK002,Community First Bank,100088.59,889,112.59,549,182.31,96.5,1,Monday,5,May,Q2,2025,19,False,35031.01,25022.15,20017.72,20017.72,20.0,Medium
2025-05-05,BNK003,Metro Financial,94525.41,642,147.24,418,226.14,97.5,1,Monday,5,May,Q2,2025,19,False,33083.89,23631.35,18905.08,18905.08,12.0,Large
2025-05-05,BNK004,Regional Trust Bank,62540.41,720,86.86,529,118.22,98.0,1,Monday,5,May,Q2,2025,19,False,21889.14,15635.1,12508.08,12508.08,25.0,Medium
2025-05-05,BNK005,Digital Banking Corp,82008.45,786,104.34,628,130.59,98.4,1,Monday,5,May,Q2,2025,19,False,20502.11,20502.11,16401.69,24602.54,18.0,Large
2025-05-05,BNK006,Heritage Bank,35630.75,238,149.71,208,171.3,89.3,1,Monday,5,May,Q2,2025,19,False,12470.76,12470.76,7126.15,3563.07,10.0,Small
2025-05-05,BNK007,Innovation Bank,74431.21,639,116.48,502,148.27,92.7,1,Monday,5,May,Q2,2025,19,False,26050.92,18607.8,14886.24,14886.24,22.0,Large
2025-05-06,BNK001,Premier Bank,92087.96,668,137.86,557,165.33,97.7,2,Tuesday,5,May,Q2,2025,19,False,32230.79,23021.99,18417.59,18417.59,15.0,Large
2025-05-06,BNK002,Community First Bank,80425.15,974,82.57,672,119.68,94.1,2,Tuesday,5,May,Q2,2025,19,False,28148.8,20106.29,16085.03,16085.03,20.0,Medium
2025-05-06,BNK003,Metro Financial,82393.69,565,145.83,432,190.73,94.4,2,Tuesday,5,May,Q2,2025,19,False,28837.79,20598.42,16478.74,16478.74,12.0,Large
2025-05-06,BNK004,Regional Trust Bank,56416.79,523,107.87,383,147.3,96.8,2,Tuesday,5,May,Q2,2025,19,False,19745.88,14104.2,11283.36,11283.36,25.0,Medium
2025-05-06,BNK005,Digital Banking Corp,126559.21,1102,114.85,989,127.97,98.8,2,Tuesday,5,May,Q2,2025,19,False,31639.8,31639.8,25311.84,37967.76,18.0,Large
2025-05-06,BNK006,Heritage Bank,40125.07,424,94.63,372,107.86,92.9,2,Tuesday,5,May,Q2,2025,19,False,14043.77,14043.77,8025.01,4012.51,10.0,Small
2025-05-06,BNK007,Innovation Bank,72280.87,510,141.73,438,165.02,98.4,2,Tuesday,5,May,Q2,2025,19,False,25298.3,18070.22,14456.17,14456.17,22.0,Large
2025-05-07,BNK001,Premier Bank,117494.54,868,135.36,600,195.82,92.6,3,Wednesday,5,May,Q2,2025,19,False,41123.09,29373.64,23498.91,23498.91,15.0,Large
2025-05-07,BNK002,Community First Bank,57181.31,444,128.79,312,183.27,99.8,3,Wednesday,5,May,Q2,2025,19,False,20013.46,14295.33,11436.26,11436.26,20.0,Medium
2025-05-07,BNK003,Metro Financial,86187.43,690,124.91,584,147.58,93.1,3,Wednesday,5,May,Q2,2025,19,False,30165.6,21546.86,17237.49,17237.49,12.0,Large
2025-05-07,BNK004,Regional Trust Bank,96973.16,726,133.57,473,205.02,96.0,3,Wednesday,5,May,Q2,2025,19,False,33940.61,24243.29,19394.63,19394.63,25.0,Medium
2025-05-07,BNK005,Digital Banking Corp,104057.22,964,107.94,620,167.83,94.9,3,Wednesday,5,May,Q2,2025,19,False,26014.31,26014.31,20811.44,31217.17,18.0,Large
2025-05-07,BNK006,Heritage Bank,42031.03,381,110.32,264,159.21,96.0,3,Wednesday,5,May,Q2,2025,19,False,14710.86,14710.86,8406.21,4203.1,10.0,Small
2025-05-07,BNK007,Innovation Bank,80950.2,730,110.89,461,175.6,97.1,3,Wednesday,5,May,Q2,2025,19,False,28332.57,20237.55,16190.04,16190.04,22.0,Large
2025-05-08,BNK001,Premier Bank,108101.69,861,125.55,555,194.78,92.5,4,Thursday,5,May,Q2,2025,19,False,37835.59,27025.42,21620.34,21620.34,15.0,Large
2025-05-08,BNK002,Community First Bank,55762.52,414,134.69,305,182.83,92.5,4,Thursday,5,May,Q2,2025,19,False,19516.88,13940.63,11152.5,11152.5,20.0,Medium
2025-05-08,BNK003,Metro Financial,83912.59,948,88.52,655,128.11,92.8,4,Thursday,5,May,Q2,2025,19,False,29369.41,20978.15,16782.52,16782.52,12.0,Large
2025-05-08,BNK004,Regional Trust Bank,53836.03,419,128.49,259,207.86,96.1,4,Thursday,5,May,Q2,2025,19,False,18842.61,13459.01,10767.21,10767.21,25.0,Medium
2025-05-08,BNK005,Digital Banking Corp,79620.89,643,123.83,487,163.49,95.4,4,Thursday,5,May,Q2,2025,19,False,19905.22,19905.22,15924.18,23886.27,18.0,Large
2025-05-08,BNK006,Heritage Bank,43649.74,489,89.26,423,103.19,95.6,4,Thursday,5,May,Q2,2025,19,False,15277.41,15277.41,8729.95,4364.97,10.0,Small
2025-05-08,BNK007,Innovation Bank,71074.9,652,109.01,553,128.53,88.1,4,Thursday,5,May,Q2,2025,19,False,24876.22,17768.73,14214.98,14214.98,22.0,Large
2025-05-09,BNK001,Premier Bank,98921.25,1224,80.82,887,111.52,95.9,5,Friday,5,May,Q2,2025,19,False,34622.44,24730.31,19784.25,19784.25,15.0,Large
2025-05-09,BNK002,Community First Bank,80167.6,682,117.55,453,176.97,92.1,5,Friday,5,May,Q2,2025,19,False,28058.66,20041.9,16033.52,16033.52,20.0,Medium
2025-05-09,BNK003,Metro Financial,113077.78,1167,96.9,1041,108.62,98.4,5,Friday,5,May,Q2,2025,19,False,39577.22,28269.44,22615.56,22615.56,12.0,Large
2025-05-09,BNK004,Regional Trust Bank,71724.42,818,87.68,625,114.76,95.6,5,Friday,5,May,Q2,2025,19,False,25103.55,17931.11,14344.88,14344.88,25.0,Medium
2025-05-09,BNK005,Digital Banking Corp,145763.97,1047,139.22,659,221.19,95.9,5,Friday,5,May,Q2,2025,19,False,36440.99,36440.99,29152.79,43729.19,18.0,Large
2025-05-09,BNK006,Heritage Bank,45872.25,348,131.82,258,177.8,95.0,5,Friday,5,May,Q2,2025,19,False,16055.29,16055.29,9174.45,4587.22,10.0,Small
2025-05-09,BNK007,Innovation Bank,77312.97,718,107.68,529,146.15,98.3,5,Friday,5,May,Q2,2025,19,False,27059.54,19328.24,15462.59,15462.59,22.0,Large
2025-05-10,BNK001,Premier Bank,53978.35,421,128.21,307,175.83,94.0,6,Saturday,5,May,Q2,2025,19,True,18892.42,13494.59,10795.67,10795.67,15.0,Large
2025-05-10,BNK002,Community First Bank,54359.14,391,139.03,239,227.44,99.2,6,Saturday,5,May,Q2,2025,19,True,19025.7,13589.79,10871.83,10871.83,20.0,Medium
2025-05-10,BNK003,Metro Financial,67979.36,538,126.36,467,145.57,97.1,6,Saturday,5,May,Q2,2025,19,True,23792.78,16994.84,13595.87,13595.87,12.0,Large
2025-05-10,BNK004,Regional Trust Bank,30548.57,248,123.18,153,199.66,96.1,6,Saturday,5,May,Q2,2025,19,True,10692.0,7637.14,6109.71,6109.71,25.0,Medium
2025-05-10,BNK005,Digital Banking Corp,71464.47,616,116.01,495,144.37,92.3,6,Saturday,5,May,Q2,2025,19,True,17866.12,17866.12,14292.89,21439.34,18.0,Large
2025-05-10,BNK006,Heritage Bank,22373.48,260,86.05,211,106.04,92.6,6,Saturday,5,May,Q2,2025,19,True,7830.72,7830.72,4474.7,2237.35,10.0,Small
2025-05-10,BNK007,Innovation Bank,33774.35,323,104.56,268,126.02,97.3,6,Saturday,5,May,Q2,2025,19,True,11821.02,8443.59,6754.87,6754.87,22.0,Large
2025-05-11,BNK001,Premier Bank,25627.74,275,93.19,179,143.17,92.8,7,Sunday,5,May,Q2,2025,19,True,8969.71,6406.93,5125.55,5125.55,15.0,Large
2025-05-11,BNK002,Community First Bank,27835.67,282,98.71,170,163.74,92.7,7,Sunday,5,May,Q2,2025,19,True,9742.48,6958.92,5567.13,5567.13,20.0,Medium
2025-05-11,BNK003,Metro Financial,29329.41,198,148.13,136,215.66,98.2,7,Sunday,5,May,Q2,2025,19,True,10265.29,7332.35,5865.88,5865.88,12.0,Large
2025-05-11,BNK004,Regional Trust Bank,11601.85,122,95.1,77,150.67,88.2,7,Sunday,5,May,Q2,2025,19,True,4060.65,2900.46,2320.37,2320.37,25.0,Medium
2025-05-11,BNK005,Digital Banking Corp,41917.92,335,125.13,254,165.03,92.3,7,Sunday,5,May,Q2,2025,19,True,10479.48,10479.48,8383.58,12575.38,18.0,Large
2025-05-11,BNK006,Heritage Bank,13746.74,103,133.46,86,159.85,97.3,7,Sunday,5,May,Q2,2025,19,True,4811.36,4811.36,2749.35,1374.67,10.0,Small
2025-05-11,BNK007,Innovation Bank,33500.15,376,89.1,263,127.38,99.4,7,Sunday,5,May,Q2,2025,19,True,11725.05,8375.04,6700.03,6700.03,22.0,Large
2025-05-12,BNK001,Premier Bank,91078.36,826,110.26,604,150.79,96.9,1,Monday,5,May,Q2,2025,20,False,31877.42,22769.59,18215.67,18215.67,15.0,Large
2025-05-12,BNK002,Community First Bank,55780.53,382,146.02,256,217.89,93.0,1,Monday,5,May,Q2,2025,20,False,19523.19,13945.13,11156.11,11156.11,20.0,Medium
2025-05-12,BNK003,Metro Financial,92273.08,736,125.37,504,183.08,98.5,1,Monday,5,May,Q2,2025,20,False,32295.58,23068.27,18454.62,18454.62,12.0,Large
2025-05-12,BNK004,Regional Trust Bank,57531.55,410,140.32,350,164.38,99.4,1,Monday,5,May,Q2,2025,20,False,20136.04,14382.89,11506.31,11506.31,25.0,Medium
2025-05-12,BNK005,Digital Banking Corp,126583.74,1127,112.32,960,131.86,97.8,1,Monday,5,May,Q2,2025,20,False,31645.94,31645.94,25316.75,37975.12,18.0,Large
2025-05-12,BNK006,Heritage Bank,36745.42,273,134.6,217,169.33,93.4,1,Monday,5,May,Q2,2025,20,False,12860.9,12860.9,7349.08,3674.54,10.0,Small
2025-05-12,BNK007,Innovation Bank,85742.43,588,145.82,360,238.17,93.3,1,Monday,5,May,Q2,2025,20,False,30009.85,21435.61,17148.49,17148.49,22.0,Large
2025-05-13,BNK001,Premier Bank,180818.41,2026,89.25,1656,109.19,98.5,2,Tuesday,5,May,Q2,2025,20,False,63286.45,45204.6,36163.68,36163.68,15.0,Large
2025-05-13,BNK002,Community First Bank,135822.93,978,138.88,801,169.57,96.3,2,Tuesday,5,May,Q2,2025,20,False,47538.03,33955.73,27164.59,27164.59,20.0,Medium
2025-05-13,BNK003,Metro Financial,132996.76,1096,121.35,824,161.4,94.4,2,Tuesday,5,May,Q2,2025,20,False,46548.87,33249.19,26599.35,26599.35,12.0,Large
2025-05-13,BNK004,Regional Trust Bank,156907.13,1111,141.23,878,178.71,98.1,2,Tuesday,5,May,Q2,2025,20,False,54917.49,39226.78,31381.43,31381.43,25.0,Medium
2025-05-13,BNK005,Digital Banking Corp,220223.28,2414,91.23,1782,123.58,92.1,2,Tuesday,5,May,Q2,2025,20,False,55055.82,55055.82,44044.66,66066.98,18.0,Large
2025-05-13,BNK006,Heritage Bank,77964.87,521,149.64,328,237.7,95.2,2,Tuesday,5,May,Q2,2025,20,False,27287.71,27287.71,15592.97,7796.49,10.0,Small
2025-05-13,BNK007,Innovation Bank,114641.73,842,136.15,556,206.19,96.4,2,Tuesday,5,May,Q2,2025,20,False,40124.61,28660.43,22928.35,22928.35,22.0,Large
2025-05-14,BNK001,Premier Bank,110797.56,1189,93.19,840,131.9,98.3,3,Wednesday,5,May,Q2,2025,20,False,38779.15,27699.39,22159.51,22159.51,15.0,Large
2025-05-14,BNK002,Community First Bank,96697.56,813,118.94,489,197.75,98.1,3,Wednesday,5,May,Q2,2025,20,False,33844.15,24174.39,19339.51,19339.51,20.0,Medium
2025-05-14,BNK003,Metro Financial,74341.55,822,90.44,568,130.88,91.9,3,Wednesday,5,May,Q2,2025,20,False,26019.54,18585.39,14868.31,14868.31,12.0,Large
2025-05-14,BNK004,Regional Trust Bank,43405.38,410,105.87,301,144.2,97.8,3,Wednesday,5,May,Q2,2025,20,False,15191.88,10851.34,8681.08,8681.08,25.0,Medium
2025-05-14,BNK005,Digital Banking Corp,114448.76,1065,107.46,770,148.63,97.6,3,Wednesday,5,May,Q2,2025,20,False,28612.19,28612.19,22889.75,34334.63,18.0,Large
2025-05-14,BNK006,Heritage Bank,43730.36,545,80.24,428,102.17,94.8,3,Wednesday,5,May,Q2,2025,20,False,15305.63,15305.63,8746.07,4373.04,10.0,Small
2025-05-14,BNK007,Innovation Bank,70287.3,562,125.07,348,201.97,96.6,3,Wednesday,5,May,Q2,2025,20,False,24600.55,17571.82,14057.46,14057.46,22.0,Large
2025-05-15,BNK001,Premier Bank,138372.99,1159,119.39,890,155.48,96.8,4,Thursday,5,May,Q2,2025,20,False,48430.55,34593.25,27674.6,27674.6,15.0,Large
2025-05-15,BNK002,Community First Bank,90360.94,913,98.97,773,116.9,96.0,4,Thursday,5,May,Q2,2025,20,False,31626.33,22590.23,18072.19,18072.19,20.0,Medium
2025-05-15,BNK003,Metro Financial,96399.29,1128,85.46,696,138.5,94.7,4,Thursday,5,May,Q2,2025,20,False,33739.75,24099.82,19279.86,19279.86,12.0,Large
2025-05-15,BNK004,Regional Trust Bank,70445.81,521,135.21,393,179.25,95.5,4,Thursday,5,May,Q2,2025,20,False,24656.03,17611.45,14089.16,14089.16,25.0,Medium
2025-05-15,BNK005,Digital Banking Corp,128915.04,1427,90.34,996,129.43,95.5,4,Thursday,5,May,Q2,2025,20,False,32228.76,32228.76,25783.01,38674.51,18.0,Large
2025-05-15,BNK006,Heritage Bank,39669.28,325,122.06,266,149.13,100.0,4,Thursday,5,May,Q2,2025,20,False,13884.25,13884.25,7933.86,3966.93,10.0,Small
2025-05-15,BNK007,Innovation Bank,77857.24,535,145.53,424,183.63,95.4,4,Thursday,5,May,Q2,2025,20,False,27250.04,19464.31,15571.45,15571.45,22.0,Large
2025-05-16,BNK001,Premier Bank,141978.61,1608,88.3,1162,122.18,98.7,5,Friday,5,May,Q2,2025,20,False,49692.51,35494.65,28395.72,28395.72,15.0,Large
2025-05-16,BNK002,Community First Bank,100477.76,940,106.89,725,138.59,78.1,5,Friday,5,May,Q2,2025,20,False,35167.22,25119.44,20095.55,20095.55,20.0,Medium
2025-05-16,BNK003,Metro Financial,89715.71,1096,81.86,665,134.91,98.7,5,Friday,5,May,Q2,2025,20,False,31400.5,22428.93,17943.14,17943.14,12.0,Large
2025-05-16,BNK004,Regional Trust Bank,50859.53,513,99.14,387,131.42,94.4,5,Friday,5,May,Q2,2025,20,False,17800.84,12714.88,10171.91,10171.91,25.0,Medium
2025-05-16,BNK005,Digital Banking Corp,156543.22,1126,139.03,738,212.12,82.8,5,Friday,5,May,Q2,2025,20,False,39135.81,39135.81,31308.64,46962.97,18.0,Large
2025-05-16,BNK006,Heritage Bank,47064.26,413,113.96,264,178.27,92.6,5,Friday,5,May,Q2,2025,20,False,16472.49,16472.49,9412.85,4706.43,10.0,Small
2025-05-16,BNK007,Innovation Bank,95418.89,862,110.69,705,135.35,77.7,5,Friday,5,May,Q2,2025,20,False,33396.61,23854.72,19083.78,19083.78,22.0,Large
2025-05-17,BNK001,Premier Bank,37975.13,309,122.9,197,192.77,98.0,6,Saturday,5,May,Q2,2025,20,True,13291.3,9493.78,7595.03,7595.03,15.0,Large
2025-05-17,BNK002,Community First Bank,24090.67,283,85.13,174,138.45,79.4,6,Saturday,5,May,Q2,2025,20,True,8431.74,6022.67,4818.13,4818.13,20.0,Medium
2025-05-17,BNK003,Metro Financial,27393.68,281,97.49,244,112.27,94.0,6,Saturday,5,May,Q2,2025,20,True,9587.79,6848.42,5478.74,5478.74,12.0,Large
2025-05-17,BNK004,Regional Trust Bank,22111.13,198,111.67,164,134.82,92.5,6,Saturday,5,May,Q2,2025,20,True,7738.9,5527.78,4422.23,4422.23,25.0,Medium
2025-05-17,BNK005,Digital Banking Corp,28229.12,247,114.29,150,188.19,92.5,6,Saturday,5,May,Q2,2025,20,True,7057.28,7057.28,5645.82,8468.74,18.0,Large
2025-05-17,BNK006,Heritage Bank,9090.91,87,104.49,75,121.21,92.2,6,Saturday,5,May,Q2,2025,20,True,3181.82,3181.82,1818.18,909.09,10.0,Small
2025-05-17,BNK007,Innovation Bank,28667.76,226,126.85,200,143.34,96.5,6,Saturday,5,May,Q2,2025,20,True,10033.72,7166.94,5733.55,5733.55,22.0,Large
2025-05-18,BNK001,Premier Bank,22968.54,175,131.25,156,147.23,94.1,7,Sunday,5,May,Q2,2025,20,True,8038.99,5742.14,4593.71,4593.71,15.0,Large
