transaction_date,bank_id,bank_name,total_volume,transaction_count,avg_transaction_value,unique_customers,avg_value_per_customer,data_quality_score,day_of_week,day_name,month,month_name,quarter,year,week_number,is_weekend,transfer_volume,deposit_volume,withdrawal_volume,payment_volume,volatility_score,market_segment,volume_7day_avg,volume_7day_std,anomaly_status,z_score
2025-04-19,BNK005,Digital Banking Corp,79171.4,571,138.65,462,171.37,97.4,6,Saturday,4,April,Q2,2025,16,True,19792.85,19792.85,15834.28,23751.42,18.0,Large,98490.8642857143,36188.59395348524,Normal,0.5338550679959119
2025-04-19,BNK006,Heritage Bank,27317.18,299,91.36,258,105.88,99.0,6,Saturday,4,April,Q2,2025,16,True,9561.01,9561.01,5463.44,2731.72,10.0,Small,35054.758571428574,11366.72785327338,Normal,0.6807217232002536
2025-04-19,BNK007,Innovation Bank,54850.38,668,82.11,566,96.91,93.0,6,Saturday,4,April,Q2,2025,16,True,19197.63,13712.59,10970.08,10970.08,22.0,Large,66850.27857142857,25611.7796185827,Normal,0.46853044771328634
2025-04-20,BNK001,Premier Bank,35429.29,388,91.31,328,108.02,98.7,7,Sunday,4,April,Q2,2025,16,True,12400.25,8857.32,7085.86,7085.86,15.0,Large,88965.69571428571,31677.859642791977,Moderate Anomaly,1.6900259777010365
2025-04-20,BNK002,Community First Bank,18823.79,162,116.2,97,194.06,94.3,7,Sunday,4,April,Q2,2025,16,True,6588.33,4705.95,3764.76,3764.76,20.0,Medium,57703.0357142857,30655.78451934959,Normal,1.2682515330751218
2025-04-20,BNK003,Metro Financial,27619.16,222,124.41,150,184.13,97.1,7,Sunday,4,April,Q2,2025,16,True,9666.71,6904.79,5523.83,5523.83,12.0,Large,75186.92714285714,26734.82881225207,Moderate Anomaly,1.77924337862443
2025-04-20,BNK004,Regional Trust Bank,18208.96,154,118.24,128,142.26,92.9,7,Sunday,4,April,Q2,2025,16,True,6373.14,4552.24,3641.79,3641.79,25.0,Medium,63090.80857142858,23815.32154600087,Moderate Anomaly,1.884578735783026
2025-04-20,BNK005,Digital Banking Corp,34481.34,233,147.99,163,211.54,97.1,7,Sunday,4,April,Q2,2025,16,True,8620.33,8620.33,6896.27,10344.4,18.0,Large,97808.39428571428,37512.63622141382,Moderate Anomaly,1.688152597752234
2025-04-20,BNK006,Heritage Bank,13892.94,95,146.24,59,235.47,99.5,7,Sunday,4,April,Q2,2025,16,True,4862.53,4862.53,2778.59,1389.29,10.0,Small,35221.02428571428,10987.933867834077,Moderate Anomaly,1.9410459274923206
2025-04-20,BNK007,Innovation Bank,21642.83,214,101.13,173,125.1,92.5,7,Sunday,4,April,Q2,2025,16,True,7574.99,5410.71,4328.57,4328.57,22.0,Large,67659.43571428572,23759.19238489731,Moderate Anomaly,1.936791662309889
2025-04-21,BNK001,Premier Bank,102911.35,852,120.79,599,171.81,97.0,1,Monday,4,April,Q2,2025,17,False,36018.97,25727.84,20582.27,20582.27,15.0,Large,88996.22,31693.39602135856,Normal,0.4390545585781477
2025-04-21,BNK002,Community First Bank,66616.17,500,133.23,303,219.86,92.2,1,Monday,4,April,Q2,2025,17,False,23315.66,16654.04,13323.23,13323.23,20.0,Medium,57222.88571428571,30457.175678151674,Normal,0.30840956446439394
2025-04-21,BNK003,Metro Financial,94073.89,916,102.7,683,137.74,98.2,1,Monday,4,April,Q2,2025,17,False,32925.86,23518.47,18814.78,18814.78,12.0,Large,77447.20142857144,27688.94914656653,Normal,0.6004810252428916
2025-04-21,BNK004,Regional Trust Bank,51672.01,521,99.18,468,110.41,95.4,1,Monday,4,April,Q2,2025,17,False,18085.2,12918.0,10334.4,10334.4,25.0,Medium,59909.34714285715,23610.734709209202,Normal,0.34888101722833015
2025-04-21,BNK005,Digital Banking Corp,147246.91,1319,111.64,856,172.02,98.4,1,Monday,4,April,Q2,2025,17,False,36811.73,36811.73,29449.38,44174.07,18.0,Large,106861.25142857143,41068.212123584686,Normal,0.9833800032467415
2025-04-21,BNK006,Heritage Bank,35915.07,418,85.92,336,106.89,97.2,1,Monday,4,April,Q2,2025,17,False,12570.27,12570.27,7183.01,3591.51,10.0,Small,34766.74571428572,10866.135602713683,Normal,0.10567917866104151
2025-04-21,BNK007,Innovation Bank,92467.07,932,99.21,825,112.08,93.2,1,Monday,4,April,Q2,2025,17,False,32363.48,23116.77,18493.41,18493.41,22.0,Large,70581.28857142858,25572.414778677336,Normal,0.8558355406787833
2025-04-22,BNK001,Premier Bank,109753.02,1003,109.42,793,138.4,95.2,2,Tuesday,4,April,Q2,2025,17,False,38413.56,27438.25,21950.6,21950.6,15.0,Large,89033.20571428571,31721.442207725915,Normal,0.6531800839959251
2025-04-22,BNK002,Community First Bank,73512.36,741,99.21,663,110.88,95.3,2,Tuesday,4,April,Q2,2025,17,False,25729.33,18378.09,14702.47,14702.47,20.0,Medium,55256.469999999994,28579.860986717522,Normal,0.6387676276131792
2025-04-22,BNK003,Metro Financial,87394.65,920,94.99,560,156.06,97.2,2,Tuesday,4,April,Q2,2025,17,False,30588.13,21848.66,17478.93,17478.93,12.0,Large,76868.50142857143,27388.322157356542,Normal,0.38432980709631487
2025-04-22,BNK004,Regional Trust Bank,65280.83,617,105.8,530,123.17,91.5,2,Tuesday,4,April,Q2,2025,17,False,22848.29,16320.21,13056.17,13056.17,25.0,Medium,58244.31714285714,22599.185255147062,Normal,0.3113613512035912
2025-04-22,BNK005,Digital Banking Corp,115339.45,858,134.43,713,161.77,98.8,2,Tuesday,4,April,Q2,2025,17,False,28834.86,28834.86,23067.89,34601.84,18.0,Large,107851.49142857142,41195.0894862646,Normal,0.18176823171910422
2025-04-22,BNK006,Heritage Bank,39079.77,293,133.38,230,169.91,93.0,2,Tuesday,4,April,Q2,2025,17,False,13677.92,13677.92,7815.95,3907.98,10.0,Small,34508.35,10716.77697519019,Normal,0.4265666823694322
2025-04-22,BNK007,Innovation Bank,101985.95,896,113.82,569,179.24,93.0,2,Tuesday,4,April,Q2,2025,17,False,35695.08,25496.49,20397.19,20397.19,22.0,Large,74925.84999999999,28215.92674177655,Normal,0.9590363714665723
2025-04-23,BNK001,Premier Bank,107371.07,838,128.13,610,176.02,93.6,3,Wednesday,4,April,Q2,2025,17,False,37579.87,26842.77,21474.21,21474.21,15.0,Large,87875.12,30727.50888042613,Normal,0.6344787036224474
2025-04-23,BNK002,Community First Bank,63887.51,529,120.77,360,177.47,98.4,3,Wednesday,4,April,Q2,2025,17,False,22360.63,15971.88,12777.5,12777.5,20.0,Medium,56852.315714285716,28725.910256483206,Normal,0.24490761904147143
2025-04-23,BNK003,Metro Financial,89845.68,883,101.75,650,138.22,92.1,3,Wednesday,4,April,Q2,2025,17,False,31445.99,22461.42,17969.14,17969.14,12.0,Large,76719.50285714286,27302.03831357145,Normal,0.4807764531021225
2025-04-23,BNK004,Regional Trust Bank,57404.48,505,113.67,393,146.07,94.3,3,Wednesday,4,April,Q2,2025,17,False,20091.57,14351.12,11480.9,11480.9,25.0,Medium,55590.355714285724,21217.5514992634,Normal,0.08550111381971943
2025-04-23,BNK005,Digital Banking Corp,96374.44,749,128.67,642,150.12,98.2,3,Wednesday,4,April,Q2,2025,17,False,24093.61,24093.61,19274.89,28912.33,18.0,Large,99402.38571428573,35454.454786430746,Normal,0.08540381547327007
2025-04-23,BNK006,Heritage Bank,39903.29,456,87.51,306,130.4,99.9,3,Wednesday,4,April,Q2,2025,17,False,13966.15,13966.15,7980.66,3990.33,10.0,Small,34701.87,10813.68774591258,Normal,0.48100334707427267
2025-04-23,BNK007,Innovation Bank,69950.32,777,90.03,582,120.19,96.9,3,Wednesday,4,April,Q2,2025,17,False,24482.61,17487.58,13990.06,13990.06,22.0,Large,74546.65142857142,28270.104345901906,Normal,0.16258629159385146
2025-04-24,BNK001,Premier Bank,107873.33,1336,80.74,932,115.74,96.1,4,Thursday,4,April,Q2,2025,17,False,37755.67,26968.33,21574.67,21574.67,15.0,Large,89603.70571428572,31574.54410758391,Normal,0.5786187830128032
2025-04-24,BNK002,Community First Bank,101724.38,1180,86.21,832,122.26,92.3,4,Thursday,4,April,Q2,2025,17,False,35603.53,25431.09,20344.88,20344.88,20.0,Medium,60744.40857142857,33034.84330113151,Normal,1.2405075167154733
2025-04-24,BNK003,Metro Financial,88066.67,986,89.32,759,116.03,97.5,4,Thursday,4,April,Q2,2025,17,False,30823.33,22016.67,17613.33,17613.33,12.0,Large,76081.95285714285,26920.760410716917,Normal,0.445184941287399
2025-04-24,BNK004,Regional Trust Bank,49021.84,360,136.17,237,206.84,93.3,4,Thursday,4,April,Q2,2025,17,False,17157.65,12255.46,9804.37,9804.37,25.0,Medium,51912.78428571428,19501.793847077115,Normal,0.14823991620378932
2025-04-24,BNK005,Digital Banking Corp,115455.11,891,129.58,543,212.62,99.5,4,Thursday,4,April,Q2,2025,17,False,28863.78,28863.78,23091.02,34636.53,18.0,Large,100786.97,35930.309763450874,Normal,0.4082386179403542
2025-04-24,BNK006,Heritage Bank,36805.82,440,83.65,335,109.87,89.8,4,Thursday,4,April,Q2,2025,17,False,12882.04,12882.04,7361.16,3680.58,10.0,Small,34150.44285714286,10554.182251745377,Normal,0.25159477821391746
2025-04-24,BNK007,Innovation Bank,95755.4,922,103.86,778,123.08,92.6,4,Thursday,4,April,Q2,2025,17,False,33514.39,23938.85,19151.08,19151.08,22.0,Large,75559.26,28978.26192167388,Normal,0.6969410399625998
2025-04-25,BNK001,Premier Bank,131433.09,921,142.71,703,186.96,98.5,5,Friday,4,April,Q2,2025,17,False,46001.58,32858.27,26286.62,26286.62,15.0,Large,92512.35285714285,34668.12921974048,Normal,1.12266620722918
2025-04-25,BNK002,Community First Bank,127354.7,1089,116.95,892,142.77,92.7,5,Friday,4,April,Q2,2025,17,False,44574.14,31838.67,25470.94,25470.94,20.0,Medium,66513.09,40954.86247777097,Normal,1.485577201804131
2025-04-25,BNK003,Metro Financial,99068.13,1176,84.24,792,125.09,93.3,5,Friday,4,April,Q2,2025,17,False,34673.84,24767.03,19813.63,19813.63,12.0,Large,76347.01857142858,27171.459782856975,Normal,0.8362123938187023
2025-04-25,BNK004,Regional Trust Bank,66233.75,446,148.51,312,212.29,93.5,5,Friday,4,April,Q2,2025,17,False,23181.81,16558.44,13246.75,13246.75,25.0,Medium,49876.822857142855,16540.832937317788,Normal,0.9888817089709109
2025-04-25,BNK005,Digital Banking Corp,142078.18,1050,135.31,837,169.75,96.0,5,Friday,4,April,Q2,2025,17,False,35519.55,35519.55,28415.64,42623.45,18.0,Large,104306.69000000002,38916.23463340118,Normal,0.9705843937835987
2025-04-25,BNK006,Heritage Bank,56292.21,586,96.06,526,107.02,99.8,5,Friday,4,April,Q2,2025,17,False,19702.27,19702.27,11258.44,5629.22,10.0,Small,35600.897142857146,12910.909373473933,Moderate Anomaly,1.6026224225269619
2025-04-25,BNK007,Innovation Bank,105215.16,838,125.56,552,190.61,97.4,5,Friday,4,April,Q2,2025,17,False,36825.3,26303.79,21043.03,21043.03,22.0,Large,77409.58714285714,30591.212866975242,Normal,0.9089398638116889
2025-04-26,BNK001,Premier Bank,57683.61,409,141.04,334,172.71,97.9,6,Saturday,4,April,Q2,2025,17,True,20189.26,14420.9,11536.72,11536.72,15.0,Large,93207.82285714286,33776.412537157106,Normal,1.0517461799136607
2025-04-26,BNK002,Community First Bank,29982.74,273,109.83,192,156.16,95.0,6,Saturday,4,April,Q2,2025,17,True,10493.96,7495.69,5996.55,5996.55,20.0,Medium,68843.09285714285,37789.248778862,Normal,1.0283441484785478
2025-04-26,BNK003,Metro Financial,55454.45,500,110.91,408,135.92,95.9,6,Saturday,4,April,Q2,2025,17,True,19409.06,13863.61,11090.89,11090.89,12.0,Large,77360.37571428572,26063.449819375954,Normal,0.8404845047795835
2025-04-26,BNK004,Regional Trust Bank,45423.88,321,141.51,279,162.81,95.4,6,Saturday,4,April,Q2,2025,17,True,15898.36,11355.97,9084.78,9084.78,25.0,Medium,50463.67857142857,16256.912667438244,Normal,0.3100095740517221
2025-04-26,BNK005,Digital Banking Corp,73749.6,512,144.04,339,217.55,97.0,6,Saturday,4,April,Q2,2025,17,True,18437.4,18437.4,14749.92,22124.88,18.0,Large,103532.14714285715,39548.690323179995,Normal,0.7530602631713752
2025-04-26,BNK006,Heritage Bank,20216.66,162,124.79,132,153.16,93.1,6,Saturday,4,April,Q2,2025,17,True,7075.83,7075.83,4043.33,2021.67,10.0,Small,34586.537142857145,13910.438433049374,Normal,1.0330283414156238
2025-04-26,BNK007,Innovation Bank,53216.96,574,92.71,385,138.23,99.8,6,Saturday,4,April,Q2,2025,17,True,18625.94,13304.24,10643.39,10643.39,22.0,Large,77176.24142857142,30797.505466184248,Normal,0.7779617558597004
2025-04-27,BNK001,Premier Bank,31173.03,336,92.78,287,108.62,95.9,7,Sunday,4,April,Q2,2025,17,True,10910.56,7793.26,6234.61,6234.61,15.0,Large,92599.78571428571,35005.82086076631,Moderate Anomaly,1.7547583288678528
2025-04-27,BNK002,Community First Bank,24946.2,224,111.37,168,148.49,94.9,7,Sunday,4,April,Q2,2025,17,True,8731.17,6236.55,4989.24,4989.24,20.0,Medium,69717.72285714286,36487.019701904355,Normal,1.2270534349728244
2025-04-27,BNK003,Metro Financial,25799.21,212,121.69,137,188.32,95.1,7,Sunday,4,April,Q2,2025,17,True,9029.72,6449.8,5159.84,5159.84,12.0,Large,77100.38285714286,26644.92632754981,Moderate Anomaly,1.9253636593507657
2025-04-27,BNK004,Regional Trust Bank,12173.93,90,135.27,57,213.58,99.8,7,Sunday,4,April,Q2,2025,17,True,4260.88,3043.48,2434.79,2434.79,25.0,Medium,49601.53142857143,18285.960682674402,Moderate Anomaly,2.0467943729110916
2025-04-27,BNK005,Digital Banking Corp,39895.31,356,112.07,238,167.63,92.6,7,Sunday,4,April,Q2,2025,17,True,9973.83,9973.83,7979.06,11968.59,18.0,Large,104305.57142857143,37995.699792342915,Moderate Anomaly,1.695198714080579
2025-04-27,BNK006,Heritage Bank,12092.19,116,104.24,98,123.39,95.4,7,Sunday,4,April,Q2,2025,17,True,4232.27,4232.27,2418.44,1209.22,10.0,Small,34329.287142857145,14366.101490040961,Moderate Anomaly,1.5478866802014872
2025-04-27,BNK007,Innovation Bank,17225.8,176,97.87,138,124.82,97.7,7,Sunday,4,April,Q2,2025,17,True,6029.03,4306.45,3445.16,3445.16,22.0,Large,76545.23714285715,32140.90471492505,Moderate Anomaly,1.845605706155228
2025-04-28,BNK001,Premier Bank,47385.11,573,82.7,470,100.82,97.3,1,Monday,4,April,Q2,2025,18,False,16584.79,11846.28,9477.02,9477.02,15.0,Large,84667.46571428572,38405.79731123322,Normal,0.9707481246166212
2025-04-28,BNK002,Community First Bank,34880.57,308,113.25,262,133.13,85.0,1,Monday,4,April,Q2,2025,18,False,12208.2,8720.14,6976.11,6976.11,20.0,Medium,65184.065714285716,38832.8574358673,Normal,0.7803570922982458
2025-04-28,BNK003,Metro Financial,43362.13,493,87.96,335,129.44,92.5,1,Monday,4,April,Q2,2025,18,False,15176.75,10840.53,8672.43,8672.43,12.0,Large,69855.84571428571,28114.34724545331,Normal,0.942355711942425
2025-04-28,BNK004,Regional Trust Bank,32847.95,280,117.31,246,133.53,92.3,1,Monday,4,April,Q2,2025,18,False,11496.78,8211.99,6569.59,6569.59,25.0,Medium,46912.38,19287.444144911133,Normal,0.729201334004164
2025-04-28,BNK005,Digital Banking Corp,53703.93,369,145.54,256,209.78,96.1,1,Monday,4,April,Q2,2025,18,False,13425.98,13425.98,10740.79,16111.18,18.0,Large,90942.28857142858,36807.07692862583,Normal,1.0117173565192115
2025-04-28,BNK006,Heritage Bank,17930.09,216,83.01,139,128.99,99.9,1,Monday,4,April,Q2,2025,18,False,6275.53,6275.53,3586.02,1793.01,10.0,Small,31760.004285714287,15591.2352033291,Normal,0.8870313419915101
2025-04-28,BNK007,Innovation Bank,41226.21,292,141.19,215,191.75,96.1,1,Monday,4,April,Q2,2025,18,False,14429.18,10306.55,8245.24,8245.24,22.0,Large,69225.1142857143,33707.23478633029,Normal,0.8306496947376127
2025-04-29,BNK001,Premier Bank,106788.02,934,114.33,747,142.96,93.1,2,Tuesday,4,April,Q2,2025,18,False,37375.81,26697.01,21357.6,21357.6,15.0,Large,84243.89428571428,38098.13994031111,Normal,0.5917382252678456
2025-04-29,BNK002,Community First Bank,60922.98,479,127.19,426,143.01,92.8,2,Tuesday,4,April,Q2,2025,18,False,21323.04,15230.75,12184.6,12184.6,20.0,Medium,63385.58285714285,38674.064266743706,Normal,0.06367582264325057
2025-04-29,BNK003,Metro Financial,96958.1,762,127.24,558,173.76,98.9,2,Tuesday,4,April,Q2,2025,18,False,33935.33,24239.52,19391.62,19391.62,12.0,Large,71222.05285714286,29315.399832744737,Normal,0.8779019658504019
2025-04-29,BNK004,Regional Trust Bank,68208.24,491,138.92,433,157.52,97.5,2,Tuesday,4,April,Q2,2025,18,False,23872.88,17052.06,13641.65,13641.65,25.0,Medium,47330.58142857143,19777.60712081337,Normal,1.055621058902396
2025-04-29,BNK005,Digital Banking Corp,91840.24,799,114.94,627,146.48,99.0,2,Tuesday,4,April,Q2,2025,18,False,22960.06,22960.06,18368.05,27552.07,18.0,Large,87585.25857142858,35249.73463311149,Normal,0.12070960172774035
2025-04-29,BNK006,Heritage Bank,38204.32,263,145.26,212,180.21,97.4,2,Tuesday,4,April,Q2,2025,18,False,13371.51,13371.51,7640.86,3820.43,10.0,Small,31634.940000000002,15526.109398781571,Normal,0.4231182346631885
2025-04-29,BNK007,Innovation Bank,81187.97,853,95.18,680,119.39,95.2,2,Tuesday,4,April,Q2,2025,18,False,28415.79,20296.99,16237.59,16237.59,22.0,Large,66253.97428571428,31158.492452540042,Normal,0.47929134366923765
2025-04-30,BNK001,Premier Bank,88425.58,701,126.14,630,140.36,92.4,3,Wednesday,4,April,Q2,2025,18,False,30948.95,22106.39,17685.12,17685.12,15.0,Large,81537.39571428571,36833.30444661637,Normal,0.18700967478216748
2025-04-30,BNK002,Community First Bank,79449.42,535,148.5,386,205.83,99.0,3,Wednesday,4,April,Q2,2025,18,False,27807.3,19862.36,15889.88,15889.88,20.0,Medium,65608.71285714286,39152.05031959062,Normal,0.35351168150526263
2025-04-30,BNK003,Metro Financial,93678.48,711,131.76,613,152.82,95.2,3,Wednesday,4,April,Q2,2025,18,False,32787.47,23419.62,18735.7,18735.7,12.0,Large,71769.59571428571,29753.73649903927,Normal,0.736340603353186
2025-04-30,BNK004,Regional Trust Bank,81527.72,792,102.94,633,128.8,98.5,3,Wednesday,4,April,Q2,2025,18,False,28534.7,20381.93,16305.54,16305.54,25.0,Medium,50776.75857142856,23564.628705957737,Normal,1.3049626969423378
2025-04-30,BNK005,Digital Banking Corp,124285.03,1124,110.57,950,130.83,84.3,3,Wednesday,4,April,Q2,2025,18,False,31071.26,31071.26,24857.01,37285.51,18.0,Large,91572.48571428572,37889.31335907388,Normal,0.863371261856878
2025-04-30,BNK006,Heritage Bank,42541.59,529,80.42,368,115.6,94.9,3,Wednesday,4,April,Q2,2025,18,False,14889.56,14889.56,8508.32,4254.16,10.0,Small,32011.84,15790.05734424673,Normal,0.6668595161142096
2025-04-30,BNK007,Innovation Bank,108063.29,1008,107.21,740,146.03,93.9,3,Wednesday,4,April,Q2,2025,18,False,37822.15,27015.82,21612.66,21612.66,22.0,Large,71698.68428571429,35004.646718825235,Normal,1.0388508133329937
2025-05-01,BNK001,Premier Bank,87295.58,822,106.2,549,159.01,92.6,4,Thursday,5,May,Q2,2025,18,False,30553.45,21823.89,17459.12,17459.12,15.0,Large,78597.71714285715,35164.464021666216,Normal,0.24734808560664423
2025-05-01,BNK002,Community First Bank,99630.23,807,123.46,596,167.16,95.0,4,Thursday,5,May,Q2,2025,18,False,34870.58,24907.56,19926.05,19926.05,20.0,Medium,65309.54857142857,38836.82527791906,Normal,0.883714906740451
2025-05-01,BNK003,Metro Financial,100906.02,718,140.54,542,186.17,95.8,4,Thursday,5,May,Q2,2025,18,False,35317.11,25226.51,20181.2,20181.2,12.0,Large,73603.78857142858,31282.305327848106,Normal,0.8727691627083013
2025-05-01,BNK004,Regional Trust Bank,39156.41,324,120.85,246,159.17,96.9,4,Thursday,5,May,Q2,2025,18,False,13704.74,9789.1,7831.28,7831.28,25.0,Medium,49367.41142857143,23978.46013419643,Normal,0.42584058239875044
2025-05-01,BNK005,Digital Banking Corp,77421.1,579,133.72,488,158.65,97.7,4,Thursday,5,May,Q2,2025,18,False,19355.28,19355.28,15484.22,23226.33,18.0,Large,86139.05571428571,36598.78696723923,Normal,0.238203406088006
2025-05-01,BNK006,Heritage Bank,43035.71,443,97.15,389,110.63,92.5,4,Thursday,5,May,Q2,2025,18,False,15062.5,15062.5,8607.14,4303.57,10.0,Small,32901.82428571428,16273.467295684979,Normal,0.6227244342066417
2025-05-01,BNK007,Innovation Bank,84948.97,584,145.46,412,206.19,92.8,4,Thursday,5,May,Q2,2025,18,False,29732.14,21237.24,16989.79,16989.79,22.0,Large,70154.90857142858,33990.47304716104,Normal,0.4352414103812262
2025-05-02,BNK001,Premier Bank,89526.78,895,100.03,619,144.63,84.2,5,Friday,5,May,Q2,2025,18,False,31334.37,22381.69,17905.36,17905.36,15.0,Large,72611.10142857143,27374.647625113186,Normal,0.6179322854885013
2025-05-02,BNK002,Community First Bank,88229.89,866,101.88,678,130.13,97.7,5,Friday,5,May,Q2,2025,18,False,30880.46,22057.47,17645.98,17645.98,20.0,Medium,59720.29,30295.369673063877,Normal,0.9410546993703913
2025-05-02,BNK003,Metro Financial,100180.93,1131,88.58,740,135.38,97.4,5,Friday,5,May,Q2,2025,18,False,35063.32,25045.23,20036.19,20036.19,12.0,Large,73762.76,31435.72972077579,Normal,0.8403867266532801
2025-05-02,BNK004,Regional Trust Bank,43437.39,468,92.81,354,122.7,97.7,5,Friday,5,May,Q2,2025,18,False,15203.09,10859.35,8687.48,8687.48,25.0,Medium,46110.78857142857,22826.344183658664,Normal,0.11711899855354212
2025-05-02,BNK005,Digital Banking Corp,135812.91,1386,97.99,1231,110.33,95.9,5,Friday,5,May,Q2,2025,18,False,33953.23,33953.23,27162.58,40743.87,18.0,Large,85244.01714285715,35046.45907048608,Normal,1.4429101883142537
2025-05-02,BNK006,Heritage Bank,43501.31,318,136.8,243,179.02,92.3,5,Friday,5,May,Q2,2025,18,False,15225.46,15225.46,8700.26,4350.13,10.0,Small,31074.552857142855,13728.44331045915,Normal,0.9051832652715763
2025-05-02,BNK007,Innovation Bank,105967.82,867,122.22,733,144.57,99.1,5,Friday,5,May,Q2,2025,18,False,37088.74,26491.96,21193.56,21193.56,22.0,Large,70262.43142857144,34120.805027678456,Normal,1.0464403914991078
2025-05-03,BNK001,Premier Bank,61252.94,638,96.01,423,144.81,96.9,6,Saturday,5,May,Q2,2025,18,True,21438.53,15313.23,12250.59,12250.59,15.0,Large,73121.00571428573,27081.930659937498,Normal,0.43822819958114145
2025-05-03,BNK002,Community First Bank,55344.78,387,143.01,273,202.73,88.3,6,Saturday,5,May,Q2,2025,18,True,19370.67,13836.19,11068.96,11068.96,20.0,Medium,63343.438571428575,27537.215153705107,Normal,0.29046722868606284
2025-05-03,BNK003,Metro Financial,52050.14,524,99.33,443,117.49,95.4,6,Saturday,5,May,Q2,2025,18,True,18217.55,13012.54,10410.03,10410.03,12.0,Large,73276.43000000001,31790.508679457558,Normal,0.6676926819266672
2025-05-03,BNK004,Regional Trust Bank,29938.58,242,123.71,177,169.14,96.7,6,Saturday,5,May,Q2,2025,18,True,10478.5,7484.65,5987.72,5987.72,25.0,Medium,43898.602857142854,23639.881767879557,Normal,0.5905284550158321
2025-05-03,BNK005,Digital Banking Corp,69314.45,755,91.81,619,111.98,98.9,6,Saturday,5,May,Q2,2025,18,True,17328.61,17328.61,13862.89,20794.34,18.0,Large,84610.4242857143,35327.8576688425,Normal,0.4329720309987725
2025-05-03,BNK006,Heritage Bank,23555.31,288,81.79,228,103.31,84.3,6,Saturday,5,May,Q2,2025,18,True,8244.36,8244.36,4711.06,2355.53,10.0,Small,31551.502857142856,13340.875415434972,Normal,0.5993754238864649
2025-05-03,BNK007,Innovation Bank,46629.09,484,96.34,347,134.38,96.8,6,Saturday,5,May,Q2,2025,18,True,16320.18,11657.27,9325.82,9325.82,22.0,Large,69321.30714285714,34754.28688385109,Normal,0.6529328948309194
2025-05-04,BNK001,Premier Bank,31414.73,350,89.76,282,111.4,95.2,7,Sunday,5,May,Q2,2025,18,True,10995.15,7853.68,6282.95,6282.95,15.0,Large,73155.53428571428,27019.617044818802,Moderate Anomaly,1.5448333045015668
2025-05-04,BNK002,Community First Bank,22490.62,204,110.25,166,135.49,97.5,7,Sunday,5,May,Q2,2025,18,True,7871.72,5622.66,4498.12,4498.12,20.0,Medium,62992.64142857143,28117.410843934038,Normal,1.4404605620829847
2025-05-04,BNK003,Metro Financial,27980.7,232,120.61,158,177.09,92.6,7,Sunday,5,May,Q2,2025,18,True,9793.25,6995.18,5596.14,5596.14,12.0,Large,73588.07142857143,31253.681242472554,Normal,1.4592639847683853
2025-05-04,BNK004,Regional Trust Bank,15596.33,181,86.17,157,99.34,93.5,7,Sunday,5,May,Q2,2025,18,True,5458.72,3899.08,3119.27,3119.27,25.0,Medium,44387.51714285714,22898.16070026857,Normal,1.2573580699221598
2025-05-04,BNK005,Digital Banking Corp,26461.37,252,105.01,156,169.62,96.2,7,Sunday,5,May,Q2,2025,18,True,6615.34,6615.34,5292.27,7938.41,18.0,Large,82691.29000000001,38393.6511650737,Normal,1.4645629757440672
2025-05-04,BNK006,Heritage Bank,11146.44,131,85.09,110,101.33,84.2,7,Sunday,5,May,Q2,2025,18,True,3901.25,3901.25,2229.29,1114.64,10.0,Small,31416.395714285714,13573.550854832669,Normal,1.4933421571901273
2025-05-04,BNK007,Innovation Bank,25747.05,219,117.57,152,169.39,94.7,7,Sunday,5,May,Q2,2025,18,True,9011.47,6436.76,5149.41,5149.41,22.0,Large,70538.62857142858,32714.837769446676,Normal,1.3691517863267753
2025-05-05,BNK001,Premier Bank,112502.93,886,126.98,795,141.51,97.3,1,Monday,5,May,Q2,2025,19,False,39376.03,28125.73,22500.59,22500.59,15.0,Large,82458.08,27864.850964845187,Normal,1.0782347279698403
2025-05-05,BNK002,Community First Bank,100088.59,889,112.59,549,182.31,96.5,1,Monday,5,May,Q2,2025,19,False,35031.01,25022.15,20017.72,20017.72,20.0,Medium,72308.07285714286,28053.26112030928,Normal,0.9902776373740488
2025-05-05,BNK003,Metro Financial,94525.41,642,147.24,418,226.14,97.5,1,Monday,5,May,Q2,2025,19,False,33083.89,23631.35,18905.08,18905.08,12.0,Large,80897.11142857143,28900.88146982282,Normal,0.4715530419256837
2025-05-05,BNK004,Regional Trust Bank,62540.41,720,86.86,529,118.22,98.0,1,Monday,5,May,Q2,2025,19,False,21889.14,15635.1,12508.08,12508.08,25.0,Medium,48629.29714285715,23153.01134838815,Normal,0.6008338460954156
2025-05-05,BNK005,Digital Banking Corp,82008.45,786,104.34,628,130.59,98.4,1,Monday,5,May,Q2,2025,19,False,20502.11,20502.11,16401.69,24602.54,18.0,Large,86734.79285714286,36263.35276354109,Normal,0.13033386316928472
2025-05-05,BNK006,Heritage Bank,35630.75,238,149.71,208,171.3,89.3,1,Monday,5,May,Q2,2025,19,False,12470.76,12470.76,7126.15,3563.07,10.0,Small,33945.061428571425,12224.081322104099,Normal,0.13789899846137652
2025-05-05,BNK007,Innovation Bank,74431.21,639,116.48,502,148.27,92.7,1,Monday,5,May,Q2,2025,19,False,26050.92,18607.8,14886.24,14886.24,22.0,Large,75282.2,30055.47005142604,Normal,0.02831398073441922
